Artikelnummer|Hersteller-Artikelnummer|EAN|Hersteller|Bezeichnung|Kategorie 1|HEK|Lagerbestand|Image|Deep-Link
101435784|VM202|5410329461102|Velleman|"Velleman MP3 Jukebox-Modul VM202N Baustein 9 - 12 V/DC"|hoh|13,40|135|http://admin.next.hoh.de/media/image/thumbnail//1013302_7499eb9861bc9d49f72eab3ce8797d5e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013302
101435828| |4049759064976|EFB ELEKTRONIK|"RJ45 Netzwerk Anschlusskabel CAT 6 S/FTP [1x RJ45-Stecker - 1x RJ45-Stecker] 0.15 m Grau Flammwidrig"|hoh|2,48|392|http://admin.next.hoh.de/media/image/thumbnail//1013307_ba3cc2f96864be008b6f4d975988c936_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013307
101436249|HLMP-EL13-VY0DD|2050000368509|AVAGO TECHNOLOGIES|"LED bedrahtet Amber Rund 5 mm 8100 mcd 15 Â° 20 mA 2.2 V Avago Technologies HLMP-EL13-VY0DD"|hoh|0,38|601|http://admin.next.hoh.de/media/image/thumbnail//1013360_34ada49dc6e9579f609808b6e52fe9bb_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013360
100262080|96022135|4049505038695|BOPLA|"Wand-GehÃ¤use, Installations-GehÃ¤use Polycarbonat Licht-Grau (RAL 7035) 80 x 90 x 113 Bopla 96022135 "|hoh|20,28|1|http://admin.next.hoh.de/media/image/thumbnail//1012897_598382ff7bd2dae21c076c6f11544452_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1012897
100262690|43341|4040849433412|Wentronic|"Wentronic Li-Ion Handy Akku 1100 mAh fÃ¼r Nokia Handys (Bezeichnung Originalakku: BP-6M)"|hoh|3,86|25|http://admin.next.hoh.de/media/image/thumbnail//1012914_2cccbf35b326e6834738d6d641754278_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1012914
100142748| |4016138699494|Conrad|"Netzwerk Switch RJ45 Conrad mini mit USB-Stromversorgung 4 Port 1000 MBit/s"|hoh|24,36|809|http://admin.next.hoh.de/media/image/thumbnail//1010532_39738727396cc1f24d1ec646433feb5d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1010532
101439466|33390|4008928333909|Vivanco|"TV-Wandhalterung 40"" (101,6 cm) - 55"" (140 cm) Neigbar Vivanco WT 5550"|hoh|22,48|17|http://admin.next.hoh.de/media/image/thumbnail//1013950_e8dbb1d818a19736e5ef134764dae954_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013950
101439710|55100-3H-02-A|2050000678646|HAMLIN|"Halleffektsensor Typ 55100 Hamlin 55100-3H-02-A 3.8 - 24 V KunststoffgehÃ¤use mit Befestigungslaschen"|hoh|6,34|299|http://admin.next.hoh.de/media/image/thumbnail//1013994_bfd1d3cd542eade44a43f90428c643ff_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1013994
101439752|50193|4008928501933|SPEAKA PROFESSIONAL|"Cinch Audio Anschlusskabel [2x Cinch-Stecker - 2x Cinch-Stecker] 5 m Blau vergoldete Steckkontakte S"|hoh|16,80|313|http://admin.next.hoh.de/media/image/thumbnail//1014002_33a8802b032954ff07db6cbc3f3f4b6e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014002
101439790| |4016138553499|SECORÜT|"SecoRÃ¼t Reflektor Rechteck Rot (L x B) 90 mm x 44 mm"|hoh|1,92|84|http://admin.next.hoh.de/media/image/thumbnail//1014007_c00d30f31aa89fadf5bde606992c6322_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014007
101439793|DK-1531-100/G|4016032214021|Digitus|"RJ45 Netzwerk Anschlusskabel CAT 5e SF/UTP [1x RJ45-Stecker - 1x RJ45-Stecker] 10 m GrÃ¼n UL-zertifiz"|hoh|2,42|28|http://admin.next.hoh.de/media/image/thumbnail//1014009_bad44bef25b405df515ab540b1b1b83e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014009
101439988|ALUCOREX/181115.066|4016138528831|BUNGARD|"Bungard Frontplatte Alucorex-Fotopositiv ALUCOREX/181115.066 BogengrÃ¶Ãe 215 x 66 x 1.5 mm Schwarz (e"|hoh|6,05|24|http://admin.next.hoh.de/media/image/thumbnail//1014044_7a12c3e0dc8beb9ec3e9831044a76773_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014044
101439990|88970141|3593150025902|CROUZET|"SPS-Steuerungsmodul Crouzet Millenium 3 XD10 R 88970141 24 V/DC"|hoh|127,29|4|http://admin.next.hoh.de/media/image/thumbnail//1014046_1d99bbdf51c033f04301223ee7c0a2bb_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014046
101440356|SMQ1089|2050000071072|SIGNAL CONSTRUCT|"LED-Fassung Metall Passend fÃ¼r LED 5 mm Schraubbefestigung Signal Construct SMQ1089"|hoh|0,59|3555|http://admin.next.hoh.de/media/image/thumbnail//1014092_36c163a8c81dc5b7d371e793a6c8cf53_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014092
101453135|10090501|4013902813711|SPELSBERG|"Installations-GehÃ¤use ABS Licht-Grau (RAL 7035) 124 x 122 x 85 Spelsberg TG ABS 1212-9-o 1 St."|hoh|18,82|12|http://admin.next.hoh.de/media/image/thumbnail//1016282_b98b434362644ac2d5de08ff943e93c0_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016282
101453389|602192|4002051602192|Kosmos|"Experimentierkasten Kosmos Erste Experimente - Seifenblasen 602192 ab 5 Jahre"|hoh|6,64|3|http://admin.next.hoh.de/media/image/thumbnail//1016322_7037741a5d0abc2bad5c45be07400e04_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016322
101453467|42944|4040849429446|Goobay|"Goobay SIM-Kartenadapter von Micro SIM auf SIM Format"|hoh|0,36|1050|http://admin.next.hoh.de/media/image/thumbnail//1016332_b866737fe1ec88318a52ef2b07246120_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016332
101453481|VS182-AT-G|4710423775138|Aten|"2 Port HDMI-Splitter 1920 x 1200 Pixel ATEN Schwarz"|hoh|36,72|8|http://admin.next.hoh.de/media/image/thumbnail//1016337_19225d5a12bf120f935e83a057c05e2c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016337
101453553| |4014991102786|sonstige|"Leiterplatten-Bohrerset"|hoh|4,79|25|http://admin.next.hoh.de/media/image/thumbnail//1016358_dabd70d153b87c23f5e2f7a4825c7b66_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016358
101453555| |4016138032482|sonstige|"NachfÃ¼ll-Elektrolyt Elektrolytzustand Gold Flaschen-Inhalt 30 ml"|hoh|16,68|75|http://admin.next.hoh.de/media/image/thumbnail//1016360_bbb9f1bf7a72c52869ab25b49cccc092_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016360
101453966|658410|4002051658410|Kosmos|"Experimentierkasten Kosmos Mitbring-Experimente Finger-AbdrÃ¼cke 658410 ab 7 Jahre"|hoh|6,29|47|http://admin.next.hoh.de/media/image/thumbnail//1016435_6f8e0ebb515078b04c0f7b1f70e834d3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016435
101440520| |4016138651522|sonstige|"USB 2.0 VerlÃ¤ngerungskabel [1x USB 2.0 Stecker B - 1x USB 2.0 Buchse B] 3 m Schwarz Conrad"|hoh|4,16|93|http://admin.next.hoh.de/media/image/thumbnail//1014116_4dd442c5abcb8a1828321d836f90fe1c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014116
101440645|AMLDV-4835-NZ|2050001240910|AIMTEC|"LED-Treiber 350 mA 36 V/DC Aimtec AMLDV-4835-NZ"|hoh|13,10|4|http://admin.next.hoh.de/media/image/thumbnail//1014131_b64e3edbc7e2c0bb099be311bce2fba6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014131
101440963|IS25-HH660|2050000964503|sonstige|"IsolierstÃ¼tzer - Vollsechskant 60 mm Polyester, glassfilled M6 1 St."|hoh|1,08|325|http://admin.next.hoh.de/media/image/thumbnail//1014176_bcddca147c9dc5c032305e2e3e62e98f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014176
101441253| |2050000240478|sonstige|"KabeltÃ¼lle Blau 1 St."|hoh|0,40|989|http://admin.next.hoh.de/media/image/thumbnail//1014211_e625d06fd1d08c5ac88aedc722dc49ae_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014211
101449216|BTOR 1|2050000413889|LUMBERG|"Cinch-Steckverbinder Buchse, Einbau vertikal Polzahl: 2 Rot Lumberg BTOR 1 1 St."|hoh|0,87|99|http://admin.next.hoh.de/media/image/thumbnail//1015578_20f8ebfaf82fccfa2852c28ed74fcef8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015578
101449227|LMTP553AWZ Si|2050001271082|LUMIMICRO|"SMD-LED PLCC6 Bernstein-WeiÃ 7500 mcd 120 Â° 20 mA, 20 mA, 20 mA 2.8 V, 2.8 V, 2.8 V Lumimicro LMTP55"|hoh|3,50|430||http://www.hoh.de/detail/index/sArticle/1015584
101449473|COIN31|4260033042811|CAMONE|"CamOne Infinity 142Â° Linse fÃ¼r CamOne Infinity Wechsellinse 142 Grad COIN31"|hoh|20,97|17|http://admin.next.hoh.de/media/image/thumbnail//1015636_31d390092a129c8a836854faa0c93f44_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015636
101449508|480202509|2050001708397|KABELTRONIK|"Mik-C-PVC Mikrofonkabel 2 x 0.25 mmÂ² Schwarz Meterware Kabeltronik"|hoh|1,44|200|http://admin.next.hoh.de/media/image/thumbnail//1015640_9dd1c90065cfdd238bb10d0cd4e48bed_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015640
101449632| |2050000245565|sonstige|"Lautsprecher-Steckverbinder Stecker, gewinkelt Polzahl: 2 Schwarz 1 St."|hoh|1,18|641|http://admin.next.hoh.de/media/image/thumbnail//1015661_50347ef14189add09d05d5159a641f03_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015661
101449783|SQ-SEN200|2050001679505|sonstige|"Mini-Vibrations-Sensor SQ-SEN200"|hoh|5,98|31|http://admin.next.hoh.de/media/image/thumbnail//1015687_290472c7046d977a087502fbc8ec32ee_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015687
101449819|88974142|3593150043647|CROUZET|"SPS-Steuerungsmodul Crouzet Millenium 3 Smart XD10 S 88974142 24 V/DC"|hoh|159,09|1|http://admin.next.hoh.de/media/image/thumbnail//1015695_aea1764bab0df7ab62d40bfeeea37974_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1015695
101439804|OCL-400 SW-XD-T|2050001040541|OSA OPTO|"SMD-LED 1108 Kalt-WeiÃ 600 mcd 120 Â° 20 mA 3.2 V OSA Opto OCL-400 SW-XD-T"|hoh|1,92|466|http://admin.next.hoh.de/media/image/thumbnail//1014011_3c6b6c42835a3ff85c9db061e51a7045_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014011
101439887|M158|4024028031583|Kemo|"Kemo Wassermelder M158 Baustein 9 - 12 V/DC"|hoh|7,94|177|http://admin.next.hoh.de/media/image/thumbnail//1014028_571d8fc835706b6c2c1749e54a2375aa_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014028
101440004|2450.5100|2050001232410|MENTOR|"Reflektor Polycarbonat Passend fÃ¼r LED 4.9 mm, Lampe 4.9 mm Mentor 2450.5100"|hoh|0,38|16138|http://admin.next.hoh.de/media/image/thumbnail//1014050_badfb18e39fe146ce38a63c904e5308c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014050
101440025|220 320 108|2050000033506|CONTRINEX|"Induktiver NÃ¤herungsschalter (-Sensor) Contrinex DW-AS-623-04 BaugrÃ¶Ãe Ã 4 mm Schaltabstand 1.5 mm P"|hoh|53,60|12|http://admin.next.hoh.de/media/image/thumbnail//1014054_5c27625292c8b916ec1b7026e25c44b1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014054
101440034|1401008201-E|2050000885785|BTR NETCOM|"KnickschutztÃ¼lle fÃ¼r RJ45-Steckverbinder 1401008201-E Orange BTR Netcom Inhalt: 1 St."|hoh|1,76|24|http://admin.next.hoh.de/media/image/thumbnail//1014055_0b7ce206fe914252ddf4c8ecee7c0655_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014055
101440198|BL0307-50-45|4016138081022|KINGBRIGHT|"LED-Scheinwerfer Gelb 10.5 V 15000 mcd Kingbright BL0307-50-45"|hoh|7,31|25|http://admin.next.hoh.de/media/image/thumbnail//1014077_e99a09d5e0e7c1453f63b14bd1477de7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014077
101440451| |4016631004078|sonstige|"Hochleistungs-Sicherung"|hoh|1,50|297|http://admin.next.hoh.de/media/image/thumbnail//1014111_e65980db2689063f1e34e81329ee624d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014111
101440458|2185030|2050001430045|Lappkabel|"HITRONIC Â® POF PE-PUR Orange Meterware LappKabel"|hoh|1,89|569|http://admin.next.hoh.de/media/image/thumbnail//1014112_26c5cfb3f1e2ff3543bdc50f3a5c1900_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014112
101440521| |4016138621792|sonstige|"USB 2.0 Y-Kabel [2x USB 2.0 Stecker A - 1x USB 2.0 Stecker Mini-B] 1 m Schwarz"|hoh|14,61|433|http://admin.next.hoh.de/media/image/thumbnail//1014117_4c2ef007861f90be85cad6e7611c41ee_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014117
101442524|R9-122L1-06-BRR4|2050000998294|SCI|"LED-Signalleuchte Rot 12 V/DC 20 mA SCI R9-122L1-06-BRR4"|hoh|1,80|228|http://admin.next.hoh.de/media/image/thumbnail//1014420_b51af0c0b37d7626e2b3fe5f240f56f7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014420
101442647|1689145|4017918878009|Phoenix Contact|"VARIOSUB D-SUB GehÃ¤use Set, IP67 VS-09-SET-STD Phoenix Contact Inhalt: 1 St."|hoh|16,91|22|http://admin.next.hoh.de/media/image/thumbnail//1014447_1547da765bf66589e92d99915bfc8a03_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014447
101442854|61001615|4021553012810|CREE|"HighPower-LED Kalt-WeiÃ 1 W, 2 W 87 lm 115 Â° 3.4 V 350 mA CREE 61001615"|hoh|13,17|23|http://admin.next.hoh.de/media/image/thumbnail//1014481_6766e1760b56e0700613055132ce1b86_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014481
101442993| |4016138550696|sonstige|"LED-Streifen flexibel, selbstklebend 12 V/DC 672 mm Kalt-WeiÃ 4500 K"|hoh|28,56|52|http://admin.next.hoh.de/media/image/thumbnail//1014509_82052024ce9849e0e7fb36985a599131_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014509
101443486|9121.160|2050001422132|Rittal|"Rittal Wandbefestigungslaschen GA 9121.160 Stahlblech verzinkt Passend fÃ¼r 9112.210/9113.210/9114.21"|hoh|10,45|2|http://admin.next.hoh.de/media/image/thumbnail//1014590_ae2fd61812431a040ae95358800e0b9a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014590
101440671| |2050000008894|sonstige|"LED mehrfarbig RGB Rund 5 mm 1800 mcd 15 Â° 20 mA 3.5 V LED-5-RAINBOW"|hoh|2,17|1695|http://admin.next.hoh.de/media/image/thumbnail//1014134_25e1e3bb16fd2efa3b251534dae4d299_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014134
101440696| |2050000173165|sonstige|"Kunststoff-Distanzbolzen FÃ¼r isolierte Befestigung Polyamid SchlÃ¼sselweite 6 mm"|hoh|0,29|9068||http://www.hoh.de/detail/index/sArticle/1014139
101440882|1593PGY|4016138619119|HAMMOND ELECTRONICS|"Hand-GehÃ¤use ABS Licht-Grau (RAL 7035) 92 x 66 x 28 Hammond Electronics 1593PGY 1 St."|hoh|3,72|24|http://admin.next.hoh.de/media/image/thumbnail//1014163_c2345ac521d7e3b6c88ba4b66ad90be8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014163
101440974|0995,4021|4011324995213|KMP|"Druckerpatronen 2er-Pack Kompatibel KMP H11D ersetzt HP 56 Schwarz"|hoh|19,43|40|http://admin.next.hoh.de/media/image/thumbnail//1014177_2f184e00b77ab05394b1af0f27a2ba5f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014177
10144113|SGC-5000-KKN1|4719512033951|Cooler Master|"Tower Gaming-GehÃ¤use Cooler Master Storm Trooper SGC-5000-KKN1"|hoh|117,31|12|http://admin.next.hoh.de/media/image/thumbnail//479701_a17424ed4b7187aa4f85a0a49bfacd5a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/479701
101441173|mpk3s-c|4016138683783|Metapace|"METAPACE KASSENLADE K-3 SCHWARZ"|hoh|169,71|1|http://admin.next.hoh.de/media/image/thumbnail//1014202_3693f7d71c8068e3f6c7c1d53cf2236c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014202
101441323|1058.500|4028177252097|Rittal|"Schaltschrank Stahlblech Grau-WeiÃ (RAL 7035) 600 x 800 x 250 Rittal AE 1058.500 1 St."|hoh|115,90|6||http://www.hoh.de/detail/index/sArticle/1014218
101441469| |2050000414633|sonstige|"LED bedrahtet WeiÃ Rund 5 mm 2180 mcd 60 Â° 20 mA 3.4 V"|hoh|1,55|511|http://admin.next.hoh.de/media/image/thumbnail//1014241_2fcd0bcdd437a3e28728de2d807646e3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1014241
101453735|593-11130|5397063226443|Dell|"Toner Original Dell 593-11130 Schwarz Seitenreichweite max. 1250 Seiten"|hoh|47,92|4|http://admin.next.hoh.de/media/image/thumbnail//1016388_5f620053167861b80167ff8226152158_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016388
101453749|222-2862-9-03|2050000919060|HIROSE ELECTRONIC|"RJ45 Steckverbinder CAT 6 Hirose TM21 Stecker, gerade Pole: 8P8C TM21P-88P(03) Schwarz Hirose Electr"|hoh|2,81|310|http://admin.next.hoh.de/media/image/thumbnail//1016391_d68212664e0abfe94a384aeaf6b69b8a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016391
101453876|1590Z060|             |HAMMOND ELECTRONICS|"Universal-GehÃ¤use Druckguss Aluminium 50 x 45 x 30 Hammond Electronics 1590Z060 1 St."|hoh|8,30|4|http://admin.next.hoh.de/media/image/thumbnail//1016413_aee49e1d16aba722481258a8f2c372b7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016413
101454025|QC-SORT-0744-A|4016138694246|Quickcool|"Experimentier-Set QuickCool Thermogenerator-Bausatz QC-SORT-0744-A ab 14 Jahre"|hoh|91,82|1|http://admin.next.hoh.de/media/image/thumbnail//1016441_88a58255cfea13ac05cf4ab0d9d5fe69_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016441
101454083|168755|4028012102884|ADELS-CONTACT|"Netz-Steckverbinder Buchse, Einbau vertikal Gesamtpolzahl: 5 16 A WeiÃ Adels-Contact AC 166 GEST/ 5 "|hoh|2,99|44|http://admin.next.hoh.de/media/image/thumbnail//1016454_416ff078c4e3807fc55981331c9ab372_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016454
101454116| |4016138395501|sonstige|"GruÃkarten-Tonaufzeichnungsmodul 10 s Baustein 4.5 V/DC Aufnahmezeit 10 s"|hoh|5,03|1801|http://admin.next.hoh.de/media/image/thumbnail//1016459_1dd2388aefb5c3786d17a6877ca124ef_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016459
101454332|EES-16-60-20|2050001220844|PB FASTENER|"PB Fastener Eck-LeiterplattendÃ¤mpfer EES-16-60-20 mit SteckfuÃ (L x B x H) 10 x 10 x 19.9 mm TPE"|hoh|0,82|37|http://admin.next.hoh.de/media/image/thumbnail//1016492_6b9beee26e68517f0395699830b6bbff_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016492
10122809|TS4GJF500|0760557817574|Transcend|"Transcend JetFlash 500 4GB USB 2.0 schwarz/rot "|hoh|3,78|193|http://admin.next.hoh.de/media/image/thumbnail//47961_8f5b31ca4b20a1017fb79cc83757fd65_720x600.jpg|http://www.hoh.de/detail/index/sArticle/47961
10125240|F38070|0010942115380|Krups|"Krups FolienschweiÃgerÃ¤t F 380 70 Vacupack Plus"|hoh|51,25|11||http://www.hoh.de/detail/index/sArticle/907901
10125306|LC985Y|4977766675444|Brother|"Brother Tinte LC985Y gelb Bis zu 260 Seiten"|hoh|6,19|12|http://admin.next.hoh.de/media/image/thumbnail//57421_ece320a1e487cbd4754a57786b1b1626_720x600.jpg|http://www.hoh.de/detail/index/sArticle/57421
10126283|BHM1100EBEC|8806071119236|Samsung Electronics GmbH|"Samsung Bluetooth Headset HM1100 schwarz"|hoh|18,44|4|http://admin.next.hoh.de/media/image/thumbnail//083babfdf04fbf75c666b1d657b84338_720x600.jpg|http://www.hoh.de/detail/index/sArticle/62501
10127631|1T02KTBNL0|0632983017340|Kyocera|"Kyocera Toner TK-580M (T02KTBNL0) Magenta bis zu 2800 Seiten"|hoh|66,86|7|http://admin.next.hoh.de/media/image/thumbnail//69011_9e85cc931cd6c61a006881e81bdd4f25_720x600.jpg|http://www.hoh.de/detail/index/sArticle/69011
10127785|C6615NE|0725184870019|HP|"HP 15 - Schwarz - Original"|hoh|23,25|30|http://admin.next.hoh.de/media/image/thumbnail//1002957_ee5e9f381dc2ddf9c88458f3014cc9c5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1002957
10127890|DR6000|4977766527262|Brother|"Trommeleinheit Original Brother DR-6000 Schwarz Seitenreichweite max. 20000 Seiten"|hoh|132,97|2|http://admin.next.hoh.de/media/image/thumbnail//1012990_cd6d61912eb3700bdd73eb861255a685_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1012990
10127965|Q6003A|0829160412443|HP IPG|"HP Toner magenta (Q6003A)"|hoh|65,89|3|http://admin.next.hoh.de/media/image/thumbnail//69701_82b3361ad2443732dccddc71537b5d6c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/69701
10127988|LC-900BK|4977766627887|Brother|"Brother Tinte (LC900BK) schwarz Bis zu 500 Seiten"|hoh|14,66|4|http://admin.next.hoh.de/media/image/thumbnail//69731_6410bf89e1787abde53162bb9e41b3be_720x600.jpg|http://www.hoh.de/detail/index/sArticle/69731
10128023|RL021|4260048810818|Revoltec|"Revoltec Dark Blue 80mm 2000rpm transparent blau"|hoh|4,12|1|http://admin.next.hoh.de/media/image/thumbnail//69881_187c86a2201eda36739617a786983768_720x600.jpg|http://www.hoh.de/detail/index/sArticle/69881
10128222|FS108PEU|0606449037883|Netgear|"Netgear ProSafe Switch, 8 Port (FS108PEU)"|hoh|68,35|14||http://www.hoh.de/detail/index/sArticle/612291
10128231|AGM731F|0606449029734|Netgear|"Netgear AGM731F, 1x 1000Base-SX Modul AGM731F"|hoh|101,97|7||http://www.hoh.de/detail/index/sArticle/612361
10128638|XPF92R|4044953302206|XILENCE|"XILENCE Red Wing 92mm 1500rpm"|hoh|2,93|1|http://admin.next.hoh.de/media/image/thumbnail//71201_c12dcaba74a2a0d6e9b62f704d8ca510_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71201
10128680|DIR-655/DE|0790069304040|D-Link|"D-Link DIR-655 Wireless-N Gigabit Router"|hoh|48,65|3|http://admin.next.hoh.de/media/image/thumbnail//71361_88f8c5a1480d1b6feda894f2cbd3c71b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71361
10128724|TN-130BK|4977766648097|Brother|"Toner Original Brother TN-130BK Schwarz Seitenreichweite max. 2500 Seiten"|hoh|43,61|7|http://admin.next.hoh.de/media/image/thumbnail//1002262_95db5638b9c826f9613c722b7ff90f0f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1002262
10128729|TN-135C|4977766648141|Brother|"Toner Original Brother TN-135C Cyan Seitenreichweite max. 4000 Seiten"|hoh|99,71|2|http://admin.next.hoh.de/media/image/thumbnail//71461_beccd2fa24f40d35d5a1b05c11e18922_720x600.jpg|http://www.hoh.de/detail/index/sArticle/71461
10128996|19.99.1515|7611990140053|Roline|"KaltgerÃ¤te VerlÃ¤ngerungskabel 1,8m schwarz C14 auf C13 m/w"|hoh|4,12|7|http://admin.next.hoh.de/media/image/thumbnail//72061_70eaa9acc4d5b1ff791a277799c79618_720x600.jpg|http://www.hoh.de/detail/index/sArticle/72061
10129204|CB333EE|0882780675414|HP|"HP Tinte Nr 363 Multipack (CB333EE) Gelb, Cyan, Magenta bis zu 500 Seiten"|hoh|32,08|37|http://admin.next.hoh.de/media/image/thumbnail//1003030_e47e2a8a97ec68486cc6d0a489de351b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1003030
10129450|CB436A|0882780905221|HP IPG|"HP Toner 36A (CB436A) schwarz bis zu 2000 Seiten"|hoh|54,48|8|http://admin.next.hoh.de/media/image/thumbnail//72791_3a83ba210002cb535625e48b88114e83_720x600.jpg|http://www.hoh.de/detail/index/sArticle/72791
10130158|M-5450|4025112056994|Cherry|"USB-Maus Optisch Cherry Wheelmouse Schwarz"|hoh|4,96|35|http://admin.next.hoh.de/media/image/thumbnail//74801_ab11db400dd266eec8bdf535f564f7f2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/74801
101454196|HCG-600|2050001683076|sonstige|"Leiterplattenhalter HCG-600 PCB oben (L x B) 152 mm x 6.5 mm"|hoh|0,99|284|http://admin.next.hoh.de/media/image/thumbnail//1016474_0c0887d8cac1a8d1b42972831dc85bd7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016474
101454219|789-127|2050001108814|WAGO|"WAGO Compact terminal block, 3-pole, CCC 789-127 Grau Passend fÃ¼r LeergehÃ¤use 55 mm"|hoh|2,42|89|http://admin.next.hoh.de/media/image/thumbnail//1016477_ed346a44f59ce44aa19f8c20baab71d2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016477
101454446|8006 1104|2050001544759|TESTO|"KabelfÃ¼hler Typ 03 testo 03 NiCr-Ni Typ K, 8006 1104 -50 - +400 Â°C GehÃ¤useart Edelstahl 1.4571/1.440"|hoh|38,19|2|http://admin.next.hoh.de/media/image/thumbnail//1016511_0dde62b46edc370dfa11830346925bc6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016511
101454459|50067226C|4021553778433|BARTHELME|"LED-Streifen flexibel, selbstklebend 12 V/DC 672 mm Kalt-WeiÃ 4500 K Barthelme 50067226C"|hoh|57,02|6|http://admin.next.hoh.de/media/image/thumbnail//1016513_1d2831f17a2551abcf7acbd895c73aad_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016513
101454504|212-1378-000|2050000353772|PB FASTENER|"PB Fastener Spreizmutter 212-1378-000 (Ã x Y x L x h) 5.6 x 4.3 x 5.6 x 1.3 mm PA 6.6 Natur"|hoh|0,08|6396|http://admin.next.hoh.de/media/image/thumbnail//1016521_7baae332b974b5a2e1b7b8c96d920a99_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016521
101454748|168765|4028012102891|ADELS-CONTACT|"Netz-Steckverbinder Buchse, Einbau vertikal Gesamtpolzahl: 5 16 A Schwarz Adels-Contact AC 166 GEST/"|hoh|2,99|48|http://admin.next.hoh.de/media/image/thumbnail//1016565_416ff078c4e3807fc55981331c9ab372_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016565
101454964|XPCWHT-L1-0000-00C51|2050000919275|CREE|"HighPower-LED Kalt-WeiÃ 100 lm 115 Â° 3.4 V, 3.5 V 350 mA, 500 mA CREE XPCWHT-L1-0000-00C51"|hoh|3,22|81|http://admin.next.hoh.de/media/image/thumbnail//1016609_70498baeaf604364d6300290c5b1ff94_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1016609
